Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,
DOH000000000001254,1254,DOH000000000017135,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,PAOC NORTE BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA LUCIA,DMO (DOH Rep),11/11/2014,12925000,PAOC NORTE,DMO (DOH Rep),11/11/2014,12925023,2712,DOH/KMITS,11/11/2014, , ,, , ,,+63 9125038670,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,DUMAG,MARIA,GALLETA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.11079,120.515109,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036434,36434,,,,,,,,,,,,,,,,,,,,,,SABUANAN BARANGAY HEALTH STATION,DMO (DOH Rep),09/10/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),09/10/2018,Government,DMO (DOH Rep),09/10/2018,Local Government Unit,DMO (DOH Rep),09/10/2018,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),09/10/2018,10000000,ILOCOS SUR,DMO (DOH Rep),09/10/2018,12900000,SANTA LUCIA,DMO (DOH Rep),09/10/2018,12925000,SABUANAN,DMO (DOH Rep),09/10/2018,12925030,2712,DMO (DOH Rep),09/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.150185,120.434675,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,09/10/2018,Not Applicable,RHU/MHO,09/10/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000029918,29918,, ,,, ,,, ,,, ,, ,,, ,,, ,,,SANTA LUCIA MAIN HEALTH CENTER,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,ANGKILENG STREET,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA LUCIA,DMO (DOH Rep),11/11/2014,12925000,ANGKILENG,DMO (DOH Rep),11/11/2014,12925002,2712,DOH/KMITS,11/11/2014, , ,, , ,,+63 9167479311,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,HALOS,PATRICIA, ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.115711,120.449273,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000004981,4981,DOH000000000006150,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,SANTA LUCIA RURAL HEALTH UNIT,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,ANGKILENG STREET,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA LUCIA,DMO (DOH Rep),11/11/2014,12925000,ANGKILENG,DMO (DOH Rep),11/11/2014,12925002,2712,DOH/KMITS,11/11/2014, , ,, , ,,+63 9206139888,DMO (DOH Rep),11/11/2014,,,, , ,,staluciarhu@ymail.com,DMO (DOH Rep),11/11/2014, , ,, , ,,APOSTOL,ROMEO,P.,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,17.115711,120.449273,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036435,36435,,,,,,,,,,,,,,,,,,,,,,VICAL BARANGAY HEALTH STATION,DMO (DOH Rep),09/10/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),09/10/2018,Government,DMO (DOH Rep),09/10/2018,Local Government Unit,DMO (DOH Rep),09/10/2018,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),09/10/2018,10000000,ILOCOS SUR,DMO (DOH Rep),09/10/2018,12900000,SANTA LUCIA,DMO (DOH Rep),09/10/2018,12925000,VICAL,DMO (DOH Rep),09/10/2018,12925035,2712,DMO (DOH Rep),09/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.140707,120.435561,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,DMO (DOH Rep),09/10/2018,Not Applicable,DMO (DOH Rep),09/10/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000003019,3019,DOH000000000017171,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,AG-AGRAO BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA MARIA,DMO (DOH Rep),11/11/2014,12926000,AG-AGRAO,DMO (DOH Rep),11/11/2014,12926001,2705,DOH/KMITS,11/11/2014, , ,, , ,,+63 9162323492,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,QUINTO,SHIRLY,VILLANUEVA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.3862518,120.5182438,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036474,36474,,,,,,,,,,,,,,,,,,,,,,AMPUAGAN BARANGAY HEALTH STATION,RHU/MHO,13/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,13/09/2018,Government,Unknown,13/09/2018,Local Government Unit,RHU/MHO,13/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,13/09/2018,10000000,ILOCOS SUR,RHU/MHO,13/09/2018,12900000,SANTA MARIA,RHU/MHO,13/09/2018,12926000,AMPUAGAN,RHU/MHO,13/09/2018,12926002,2705,RHU/MHO,13/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,RINGOR,NANCY,ILDEFONSO,RHU/MHO,13/09/2018,Rural Health Midwife,RHU/MHO,13/09/2018,17.352556,120.503706,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,13/09/2018,Not Applicable,RHU/MHO,13/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036478,36478,,,,,,,,,,,,,,,,,,,,,,BABALLASIOAN BARANGAY HEALTH STATION,RHU/MHO,12/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,12/09/2018,Government,RHU/MHO,12/09/2018,Local Government Unit,RHU/MHO,12/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,12/09/2018,10000000,ILOCOS SUR,RHU/MHO,12/09/2018,12900000,SANTA MARIA,RHU/MHO,12/09/2018,12926000,BABALLASIOAN,RHU/MHO,12/09/2018,12926003,2705,RHU/MHO,12/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,QUINTO,SHIRLY,VILLANUEVA,RHU/MHO,12/09/2018,,,,17.388386,120.545657,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,12/09/2018,Not Applicable,RHU/MHO,12/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036502,36502,,,,,,,,,,,,,,,,,,,,,,BALIW DAYA BARANGAY HEALTH STATION,RHU/MHO,25/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,25/09/2018,Government,RHU/MHO,25/09/2018,Local Government Unit,RHU/MHO,25/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,25/09/2018,10000000,ILOCOS SUR,RHU/MHO,25/09/2018,12900000,SANTA MARIA,RHU/MHO,25/09/2018,12926000,BALIW DAYA,RHU/MHO,25/09/2018,12926004,2705,RHU/MHO,25/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,PURUGGANAN,MARY ANN,DE VERA,RHU/MHO,25/09/2018,Rural Health Midwife,RHU/MHO,25/09/2018,17.370775,120.485794,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,25/09/2018,Not Applicable,RHU/MHO,25/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036503,36503,,,,,,,,,,,,,,,,,,,,,,BALIW LAUD BARANGAY HEALTH STATION,RHU/MHO,25/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,25/09/2018,Government,RHU/MHO,25/09/2018,Local Government Unit,RHU/MHO,25/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,25/09/2018,10000000,ILOCOS SUR,RHU/MHO,25/09/2018,12900000,SANTA MARIA,RHU/MHO,25/09/2018,12926000,BALIW LAUD,RHU/MHO,25/09/2018,12926005,2705,RHU/MHO,25/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,PURUGGANAN,MARY ANN,DE VERA,RHU/MHO,25/09/2018,,,,17.372069,120.478469,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,25/09/2018,Not Applicable,RHU/MHO,25/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036498,36498,,,,,,,,,,,,,,,,,,,,,,BIA-O BARANGAY HEALTH STATION,RHU/MHO,24/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,24/09/2018,Government,RHU/MHO,24/09/2018,Local Government Unit,RHU/MHO,24/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,24/09/2018,10000000,ILOCOS SUR,RHU/MHO,24/09/2018,12900000,SANTA MARIA,RHU/MHO,24/09/2018,12926000,BIA-O,RHU/MHO,24/09/2018,12926006,2705,RHU/MHO,24/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,CABATU,MARIVIC,LAYA,RHU/MHO,24/09/2018,Rural Health Midwife,RHU/MHO,24/09/2018,17.384698,120.458443,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,24/09/2018,Not Applicable,RHU/MHO,24/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036491,36491,,,,,,,,,,,,,,,,,,,,,,BUTIR BARANGAY HEALTH STATION,DMO (DOH Rep),25/10/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),25/10/2018,Government,DMO (DOH Rep),25/10/2018,Local Government Unit,DMO (DOH Rep),25/10/2018,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),25/10/2018,10000000,ILOCOS SUR,DMO (DOH Rep),25/10/2018,12900000,SANTA MARIA,DMO (DOH Rep),25/10/2018,12926000,BUTIR,DMO (DOH Rep),25/10/2018,12926007,2705,DMO (DOH Rep),25/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,QUINTO,SHIRLY,VILLANUEVA,DMO (DOH Rep),25/10/2018,Rural Health Midwife,DMO (DOH Rep),25/10/2018,17.376556,120.507993,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,DMO (DOH Rep),25/10/2018,Not Applicable,,,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000006204,6204,DOH000000000017183,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,CABAROAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,BARANGAY ROAD,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA MARIA,DMO (DOH Rep),11/11/2014,12926000,CABAROAN,DMO (DOH Rep),11/11/2014,12926008,2705,DOH/KMITS,11/11/2014, , ,, , ,,+63 9053807987,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,PASCUA,RACQUEL,BARCELONA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.368528,120.497023,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036377,36377,,,,,,,,,,,,,,,,,,,,,,DANUMAN EAST BARANGAY HEALTH STATION,RHU/MHO,28/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,28/09/2018,Government,RHU/MHO,28/09/2018,Local Government Unit,RHU/MHO,28/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,28/09/2018,10000000,ILOCOS SUR,RHU/MHO,28/09/2018,12900000,SANTA MARIA,RHU/MHO,28/09/2018,12926000,DANUMAN EAST,RHU/MHO,28/09/2018,12926009,2705,RHU/MHO,28/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,TABON,LORENZA,PAREL,RHU/MHO,28/09/2018,Rural Health Midwife,RHU/MHO,28/09/2018,17.37259,120.472547,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,28/09/2018,Not Applicable,RHU/MHO,28/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036466,36466,,,,,,,,,,,,,,,,,,,,,,DANUMAN WEST BARANGAY HEALTH STATION,RHU/MHO,24/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,24/09/2018,Government,RHU/MHO,24/09/2018,Local Government Unit,RHU/MHO,24/10/2018,,,,,,,,,,REGION I (ILOCOS REGION),,,10000000,ILOCOS SUR,,,12900000,SANTA MARIA,RHU/MHO,24/10/2018,12926000,DANUMAN WEST,RHU/MHO,24/10/2018,12926010,2705,RHU/MHO,24/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,TABON,LORENZA,PAREL,RHU/MHO,24/09/2018,Rural Health Midwife,RHU/MHO,24/10/2018,17.373863,120.466533,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,24/09/2018,Not Applicable,RHU/MHO,24/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036467,36467,,,,,,,,,,,,,,,,,,,,,,DUNGLAYAN BARANGAY HEALTH STATION,RHU/MHO,24/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,24/09/2018,Government,RHU/MHO,24/09/2018,Local Government Unit,RHU/MHO,24/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),,,10000000,ILOCOS SUR,,,12900000,SANTA MARIA,RHU/MHO,24/09/2018,12926000,DUNGLAYAN,RHU/MHO,24/09/2018,12926011,2705,RHU/MHO,24/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,TABON,LORENZA,PAREL,RHU/MHO,24/09/2018,Rural Health Midwife,RHU/MHO,24/09/2018,17.338568,120.469224,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,24/09/2018,Not Applicable,RHU/MHO,24/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036482,36482,,,,,,,,,,,,,,,,,,,,,,GUSING BARANGAY HEALTH STATION,RHU/MHO,12/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,12/09/2018,Government,RHU/MHO,12/09/2018,Local Government Unit,RHU/MHO,12/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,12/09/2018,10000000,ILOCOS SUR,RHU/MHO,12/09/2018,12900000,SANTA MARIA,RHU/MHO,12/09/2018,12926000,GUSING,RHU/MHO,12/09/2018,12926012,2705,RHU/MHO,12/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,QUINTO,SHIRLY,VILLANUEVA,RHU/MHO,12/09/2018,Rural Health Midwife,RHU/MHO,12/09/2018,17.377888,120.530472,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,12/09/2018,Not Applicable,RHU/MHO,12/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000004267,4267,,,,,,,,,,,,,,,,,,,,,,JUDGE CELESTINO GUERRERO MEMORIAL HOSPITAL,Regional Office,23/04/2020,,,,,,,,,,Infirmary,Regional Office,23/04/2020,Private,Regional Office,23/04/2020,,,,Single Proprietorship,Regional Office,23/04/2020,DAKOTA STREET,Regional Office,23/04/2020,,,,REGION I (ILOCOS REGION),Regional Office,23/04/2020,10000000,ILOCOS SUR,Regional Office,23/04/2020,12900000,SANTA MARIA,Regional Office,23/04/2020,12926000,POBLACION SUR,Regional Office,23/04/2020,12926030,2705,Regional Office,23/04/2020,+63 776040388,Regional Office,23/04/2020,,,,,,,,,,,,,guerrerohospital@yahoo.com,Regional Office,23/04/2020,,,,,,,GUERRERO,MILA,PEREDO,Regional Office,23/04/2020,Medical Director,Regional Office,23/04/2020,17.3650952,120.4776955,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,Regional Office,23/04/2020,Not Applicable,Regional Office,23/04/2020,,,,Approved,,With License,Regional Office,23/04/2020,8,Regional Office,23/04/2020,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001143,1143,DOH000000000017189,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,LANGAOAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,BARANGAY ROAD,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS SUR,DMO (DOH Rep),11/11/2014,12900000,SANTA MARIA,DMO (DOH Rep),11/11/2014,12926000,LANGAOAN,DMO (DOH Rep),11/11/2014,12926013,2705,DOH/KMITS,11/11/2014, , ,, , ,,+63 9163434463,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,RINGOR,NANCY,ILDEFONSO,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.3543965,120.494876,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017165,17165,,,,,,,,,,,,,,,,,,,,,,LASLASONG NORTE BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS SUR,DMO (DOH Rep),11/10/2019,12900000,SANTA MARIA,DMO (DOH Rep),11/10/2019,12926000,LASLASONG NORTE,DMO (DOH Rep),11/10/2019,12926014,,,,,,,,,,+63 9069617243,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,RECAMADAS,MAUREEN,TABON,DMO (DOH Rep),11/10/2019,,,,17.391336,120.495513,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,Not Applicable,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001155,1155,,,,,,,,,,,,,,,,,,,,,,LASLASONG SUR BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,LASLASONG BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,Local Government Unit,DMO (DOH Rep),11/10/2019,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS SUR,DMO (DOH Rep),11/10/2019,12900000,SANTA MARIA,DMO (DOH Rep),11/10/2019,12926000,LASLASONG SUR,DMO (DOH Rep),11/10/2019,12926015,2705,DOH/KMITS,11/10/2019,,,,,,,+63 9069617243,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,RECAMADAS,MAUREEN,TABON,DMO (DOH Rep),11/10/2019,Rural Health Midwife,DMO (DOH Rep),11/10/2019,17.3912508,120.4911568,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,Not Applicable,DMO (DOH Rep),11/10/2019,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036499,36499,,,,,,,,,,,,,,,,,,,,,,LASLASONG WEST BARANGAY HEALTH STATION,RHU/MHO,28/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,28/09/2018,Government,RHU/MHO,28/09/2018,Local Government Unit,RHU/MHO,28/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,28/09/2018,10000000,ILOCOS SUR,RHU/MHO,28/09/2018,12900000,SANTA MARIA,RHU/MHO,28/09/2018,12926000,LASLASONG WEST,RHU/MHO,28/09/2018,12926016,2705,RHU/MHO,28/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,BATULAN,IMELDA,MENDOZA,RHU/MHO,28/09/2018,Rural Health Midwife,RHU/MHO,28/09/2018,17.38917,120.485145,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,28/09/2018,Not Applicable,RHU/MHO,28/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000036472,36472,,,,,,,,,,,,,,,,,,,,,,LESSEB BARANGAY HEALTH STATION,RHU/MHO,13/09/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,13/09/2018,Government,RHU/MHO,13/09/2018,Local Government Unit,RHU/MHO,13/09/2018,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,13/09/2018,10000000,ILOCOS SUR,RHU/MHO,13/09/2018,12900000,SANTA MARIA,RHU/MHO,13/09/2018,12926000,LESSEB,RHU/MHO,13/09/2018,12926017,2705,RHU/MHO,13/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,RINGOR,NANCY,ILDEFONSO,RHU/MHO,13/09/2018,Rural Health Midwife,RHU/MHO,13/09/2018,17.347398,120.50162,DOH/KMITS (Barangay Centroid),10/13/2020,low,DOH/KMITS,Active,RHU/MHO,13/09/2018,Not Applicable,RHU/MHO,13/09/2018,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
